id,legislation,question,datetime,description
278,H RES 499,On Agreeing to the Resolution,15-Jul-1998,1:39 PM,"Providing for the consideration of H.R. 3682, Child Custody Protection Act"
279,H R 3682,On Motion to Recommit with Instructions,15-Jul-1998,4:26 PM,Child Custody Protection Act
280,H R 3682,On Passage,15-Jul-1998,4:36 PM,Child Custody Protection Act
281,H R 3267,On Agreeing to the Amendment,15-Jul-1998,7:23 PM,
282,H R 3267,On Passage,15-Jul-1998,7:41 PM,Sonny Bono Memorial Salton Sea Reclamation Act
283,H RES 498,On Ordering the Previous Question,15-Jul-1998,9:06 PM,"Providing for consideration of H.R. 4101; Treasury, Postal Service Appropriations for F.Y. 1999"
284,H RES 498,On Agreeing to the Resolution,15-Jul-1998,9:23 PM,"Providing for consideration of H.R. 4101; Treasury, Postal Service Appropriations for F.Y. 1999"
285,H RES 501,On Agreeing to the Resolution,16-Jul-1998,12:07 PM,"Providing for the consideration of H.R. 4194, VA, HUD Approriations, FY 99"
286,H R 4104,On Agreeing to the Amendment,16-Jul-1998,1:57 PM,
287,H R 4104,On Agreeing to the Amendment,16-Jul-1998,2:09 PM,
288,H R 4104,On Agreeing to the Amendment,16-Jul-1998,8:33 PM,
289,H R 4104,On Agreeing to the Amendment,16-Jul-1998,8:42 PM,
290,H R 4104,On Agreeing to the Amendment,16-Jul-1998,8:52 PM,
291,H R 4104,On Agreeing to the Amendment,16-Jul-1998,9:01 PM,
292,H R 4104,On Agreeing to the Amendment,16-Jul-1998,9:45 PM,
293,H R 4104,On Passage,16-Jul-1998,10:16 PM,"Treasury, Postal Service Appropriations, FY 1999"
294,H R 3731,On Passage,16-Jul-1998,10:24 PM,Steve Schiff Auditorium Designation
295,H R 4194,On Agreeing to the Amendment,17-Jul-1998,1:01 PM,
296,H R 4194,On Agreeing to the Amendment,17-Jul-1998,1:08 PM,
297,H R 3874,"Suspend the rules and pass, as amended",20-Jul-1998,5:46 PM,Child Nutrition and WIC Reauthorization Amendments of 1998
298,H CON RES 208,Suspend the rules and agree,20-Jul-1998,5:56 PM,Expressing the Sense of the Congress Regarding Access to Affordable Housing and Expansion of Homeownership Opportunities
299,H RES 392,"On Motion to Suspend the Rules and Agree, as Amended",20-Jul-1998,6:05 PM,Relating to the Importance of Japanese-American Relations
300,H CON RES 301,Suspend the rules and agree,20-Jul-1998,6:14 PM,Affirming the United States Commitment to Taiwan
301,H R 2183,On Agreeing to the Amendment,20-Jul-1998,8:22 PM,
302,H R 2183,On Agreeing to the Amendment,20-Jul-1998,8:32 PM,
303,H R 2183,On Agreeing to the Amendment,20-Jul-1998,8:41 PM,
304,H R 2183,On Agreeing to the Amendment,20-Jul-1998,8:48 PM,
305,H R 2183,On Agreeing to the Amendment,20-Jul-1998,8:56 PM,
306,H R 2183,On Agreeing to the Amendment,20-Jul-1998,9:04 PM,
307,H R 2183,On Agreeing to the Amendment,20-Jul-1998,9:12 PM,
308,H R 2183,On Agreeing to the Amendment,20-Jul-1998,9:20 PM,
309,ADJOURN,On Motion to Adjourn,21-Jul-1998,11:02 AM,
310,H RES 504,On Ordering the Previous Question,21-Jul-1998,12:27 PM,Providing for consideration of H.R. 4193; Interior Appropriations for F.Y. 1999
311,H RES 504,On Agreeing to the Resolution,21-Jul-1998,12:34 PM,Providing for consideration of H.R. 4193; Interior Appropriations for F.Y. 1999
312,H R 4193,On Agreeing to the Amendment,21-Jul-1998,3:21 PM,
313,H R 4193,On Agreeing to the Amendment,21-Jul-1998,6:39 PM,
314,H R 4193,On Agreeing to the Amendment,21-Jul-1998,6:48 PM,
315,H R 4193,On Agreeing to the Amendment,21-Jul-1998,6:58 PM,
316,QUORUM,Call of the House,22-Jul-1998,3:17 PM,
317,H J RES 121,On Passage,22-Jul-1998,4:04 PM,To Disapprove Most-Favored-Nation Treatment to China
318,H R 1689,"Suspend the rules and pass, as amended",22-Jul-1998,4:15 PM,Securities Litigation Uniform Standards Act
319,H R 4193,On Agreeing to the Amendment,22-Jul-1998,6:56 PM,
320,H R 4193,On Agreeing to the Amendment,22-Jul-1998,7:02 PM,
321,H R 1122,Motion to Discharge the Committee,23-Jul-1998,12:02 PM,Partial-Birth Abortion Ban Act
322,H R 3616,Motion to Instruct Conferees,23-Jul-1998,12:21 PM,National Defense Authorization for Fiscal Year 1999
323,H R 3616,Closing Portions of the Conference,23-Jul-1998,12:30 PM,National Defense Authorization for Fiscal Year 1999
324,QUORUM,Call of the House,23-Jul-1998,1:35 PM,
325,H R 1122,"Passage, Objections of the President Notwithstanding",23-Jul-1998,2:22 PM,Partial-Birth Abortion Ban Act
326,H R 4193,On Agreeing to the Amendment,23-Jul-1998,2:44 PM,
327,H R 4193,On Agreeing to the Amendment,23-Jul-1998,2:53 PM,
328,H R 4193,On Agreeing to the Amendment,23-Jul-1998,3:02 PM,
329,H R 4193,On Agreeing to the Amendment,23-Jul-1998,3:09 PM,
330,H R 4193,On Agreeing to the Amendment,23-Jul-1998,3:17 PM,
331,H R 4193,On Passage,23-Jul-1998,3:48 PM,Interior Appropriations for F.Y. 1999
332,H R 4194,On Agreeing to the Amendment,23-Jul-1998,5:11 PM,
333,QUORUM,Call in Committee,23-Jul-1998,8:03 PM,
334,H R 4194,On Agreeing to the Amendment,23-Jul-1998,10:48 PM,
335,H RES 509,On Agreeing to the Resolution,24-Jul-1998,10:40 AM,Providing for consideration of H.R. 4250; Patient Protection Act
336,H R 4250,On Agreeing to the Amendment,24-Jul-1998,1:52 PM,
337,H R 4250,On Motion to Table the Appeal of the Ruling of the Chair,24-Jul-1998,2:28 PM,Patient Protection Act
338,H R 4250,On Motion to Recommit with Instructions,24-Jul-1998,2:55 PM,Patient Protection Act
339,H R 4250,On Passage,24-Jul-1998,3:12 PM,Patient Protection Act
340,H CON RES 311,On Agreeing to the Resolution,27-Jul-1998,8:27 PM,Honoring the memory of Detective John Gibson and Private First Class Jacob Chestnut of the United States Capitol Police
341,QUORUM,Call of the House,28-Jul-1998,11:55 AM,
342,ADJOURN,On Motion to Adjourn,28-Jul-1998,2:58 PM,
343,H RES 511,On Agreeing to the Resolution,29-Jul-1998,11:40 AM,Waiving points of order against the conference report on H.R. 629
344,H R 629,On Agreeing to the Conference Report,29-Jul-1998,1:17 PM,Texas Low-Level Radioactive Waste Disposal Compact
345,H R 4194,On Agreeing to the Amendment,29-Jul-1998,6:23 PM,
346,H R 4194,On Agreeing to the Amendment,29-Jul-1998,6:32 PM,
347,H R 4194,On Agreeing to the Amendment,29-Jul-1998,6:40 PM,
348,QUORUM,Call in Committee,29-Jul-1998,8:09 PM,
349,H R 4194,On Agreeing to the Amendment,29-Jul-1998,8:16 PM,
350,H R 4194,On Agreeing to the Amendment,29-Jul-1998,8:36 PM,
351,H R 4194,On Motion to Recommit with Instructions,29-Jul-1998,9:04 PM,VA-HUD Appropriations Act for FY 1999
352,H R 4194,On Passage,29-Jul-1998,9:13 PM,VA-HUD Appropriations Act for FY 1999
353,H R 4059,On Agreeing to the Conference Report,29-Jul-1998,9:42 PM,Military Construction Appropriations for F.Y. 1999
354,QUORUM,Call of the House,29-Jul-1998,10:25 PM,
355,H R 4328,On Passage,30-Jul-1998,12:42 AM,"Transportation and Related Agencies Appropriations, FY 1999"
356,H J RES 120,On Passage,30-Jul-1998,4:09 PM,Disapproval of Presidential Waiver for Vietnam
357,H RES 507,"On agreeing to the resolution, as amended",30-Jul-1998,4:27 PM,Providing special investigative authority for the Committee on Education and the Workforce
358,H R 2183,On Agreeing to the Amendment,30-Jul-1998,8:35 PM,
359,H R 2183,On Agreeing to the Amendment,30-Jul-1998,8:42 PM,
360,H R 2183,On Agreeing to the Amendment,30-Jul-1998,8:50 PM,
361,H R 2183,On Agreeing to the Amendment,30-Jul-1998,8:57 PM,
362,H R 2183,On Agreeing to the Amendment,30-Jul-1998,9:05 PM,
363,H R 2183,On Agreeing to the Amendment,30-Jul-1998,9:12 PM,
364,H R 2183,On Agreeing to the Amendment,30-Jul-1998,9:19 PM,
365,H R 2183,On Agreeing to the Amendment,30-Jul-1998,9:27 PM,
366,H R 2183,On Agreeing to the Amendment,30-Jul-1998,9:34 PM,
367,H R 2183,On Agreeing to the Amendment,31-Jul-1998,1:27 PM,
368,H R 2183,On Agreeing to the Amendment,31-Jul-1998,1:36 PM,
369,H R 2183,On Agreeing to the Amendment,31-Jul-1998,1:42 PM,
370,H R 2183,On Agreeing to the Amendment,31-Jul-1998,1:50 PM,
371,H R 2183,On Agreeing to the Amendment,31-Jul-1998,1:58 PM,
372,H R 2183,On Agreeing to the Amendment,31-Jul-1998,2:05 PM,
373,H R 2183,On Agreeing to the Amendment,31-Jul-1998,2:11 PM,
374,H R 2183,On Agreeing to the Amendment,31-Jul-1998,2:20 PM,
375,H R 2183,On Agreeing to the Amendment,31-Jul-1998,2:26 PM,
376,H R 2183,On Agreeing to the Amendment,31-Jul-1998,2:33 PM,
377,H R 3743,"Suspend the rules and pass, as amended",3-Aug-1998,6:45 PM,Concerning the Bushehr Nuclear Power Plant in Iran
378,S J RES 54,Suspend the rules and pass,3-Aug-1998,6:53 PM,Finding the Government of Iraq in Unacceptable and Material Breach of its International Obligations
379,H R 2183,"On Agreeing to the Amendment, as amended",3-Aug-1998,7:16 PM,
380,H CON RES 213,"On Motion to Suspend the Rules and Agree, as Amended",4-Aug-1998,2:48 PM,Sense of Congress that the European Union in Unfairly Restricting the Importation of U.S. Agricultural Products
381,H R 4276,On Agreeing to the Amendment,4-Aug-1998,3:08 PM,
382,H R 4276,On Agreeing to the Amendment,4-Aug-1998,5:00 PM,
383,H R 4276,On Agreeing to the Amendment,4-Aug-1998,9:31 PM,
384,H R 4276,On Agreeing to the Amendment,4-Aug-1998,9:39 PM,
385,H R 4276,On Agreeing to the Amendment,4-Aug-1998,9:45 PM,
386,H R 4276,On Agreeing to the Amendment,4-Aug-1998,9:53 PM,
387,H R 4276,On Agreeing to the Amendment,4-Aug-1998,9:59 PM,
388,H R 4276,On Agreeing to the Amendment,5-Aug-1998,1:20 PM,
389,H R 4276,On Agreeing to the Amendment,5-Aug-1998,1:28 PM,
390,H R 4276,On Agreeing to the Amendment,5-Aug-1998,1:36 PM,
391,H R 4276,On Agreeing to the Amendment,5-Aug-1998,1:44 PM,
392,H R 4276,On Agreeing to the Amendment,5-Aug-1998,1:54 PM,
393,H R 4276,On Agreeing to the Amendment,5-Aug-1998,2:01 PM,
394,H R 4276,On Agreeing to the Amendment,5-Aug-1998,3:13 PM,
395,H R 4276,On Agreeing to the Amendment,5-Aug-1998,3:20 PM,
396,H R 4276,On Agreeing to the Amendment,5-Aug-1998,6:11 PM,
397,H R 4276,On Agreeing to the Amendment,5-Aug-1998,8:48 PM,
398,H R 4276,On Agreeing to the Amendment,5-Aug-1998,8:57 PM,
399,H R 4276,On Agreeing to the Amendment,5-Aug-1998,9:04 PM,
400,H R 4276,On Agreeing to the Amendment,5-Aug-1998,11:39 PM,
401,H R 4276,On Agreeing to the Amendment,5-Aug-1998,11:46 PM,
402,H R 4276,On Passage,6-Aug-1998,12:09 AM,"Commerce, Justice, State, Judiciary Appropriations, FY 1999"
403,H R 2183,On Agreeing to the Amendment,6-Aug-1998,12:30 PM,
404,H R 2183,On Agreeing to the Amendment,6-Aug-1998,2:40 PM,
405,H R 2183,On Passage,6-Aug-1998,2:58 PM,Campaign Finance Reform
406,H RES 517,On Agreeing to the Resolution,6-Aug-1998,4:02 PM,"Providing for the consideration of H.R. 4380, District of Columbia Appropriations for FY 1999"
407,H R 4380,On Agreeing to the Amendment,6-Aug-1998,8:15 PM,
408,H R 4380,On Agreeing to the Amendment,6-Aug-1998,8:24 PM,
409,H R 4380,On Agreeing to the Amendment,6-Aug-1998,8:32 PM,
410,H R 4380,On Agreeing to the Amendment,6-Aug-1998,8:39 PM,
411,H R 4380,On Agreeing to the Amendment,6-Aug-1998,11:57 PM,
412,H R 4380,On Agreeing to the Amendment,7-Aug-1998,12:06 AM,
413,H R 4380,On Agreeing to the Amendment,7-Aug-1998,12:15 AM,
414,H R 4380,On Agreeing to the Amendment,7-Aug-1998,12:22 AM,
415,H R 4380,On Agreeing to the Amendment,7-Aug-1998,12:30 AM,
416,H R 4380,On Passage,7-Aug-1998,12:49 AM,District of Columbia Appropriations for FY 1999
417,H R 678,"On Motion to Suspend the Rules and Pass, as Amended",9-Sep-1998,5:22 PM,Thomas Edison Sesquicentennial Commemorative Coin Act
418,H R 1560,"On Motion to Suspend the Rules and Pass, as Amended",9-Sep-1998,5:32 PM,Lewis and Clark Expedition Bicentennial Commemorative Coin Act
419,H RES 459,"On Motion to Suspend the Rules and Agree, as Amended",9-Sep-1998,5:41 PM,Commemorating 50 Years of Relations Between the United States and the Republic of Korea
420,H R 2863,On Passage,10-Sep-1998,11:17 AM,Migratory Bird Treaty Reform Act
421,H R 2538,On Passage,10-Sep-1998,1:23 PM,Guadalupe-Hidalgo Treaty Land Claims of 1998
422,H R 3892,On Agreeing to the Amendment,10-Sep-1998,5:05 PM,
423,H R 3892,On Agreeing to the Amendment,10-Sep-1998,5:12 PM,
424,H R 3892,On Passage,10-Sep-1998,5:31 PM,English Language Fluency Act
425,H RES 525,On Agreeing to the Resolution,11-Sep-1998,12:00 PM,"Providing for a deliberative review by the Committee on the Judiciary of a communication from an independent counsel, and for the release thereof"
426,S 2206,"Suspend the rules and pass, as amended",14-Sep-1998,5:37 PM,"Community Opportunities, Accountability, and Training and Educational Services Act"
427,H CON RES 304,Suspend the rules and agree,14-Sep-1998,5:45 PM,Expressing the Sense of Congress Regarding War Crimes in the former Yugoslavia
428,H CON RES 254,"Suspend the rules and agree, as amended",14-Sep-1998,5:53 PM,Calling on the Government of Cuba to Extradite to the U.S. convicted felon Joanne Chesimard
429,H CON RES 185,"On Motion to Suspend the Rules and Agree, as Amended",14-Sep-1998,6:01 PM,50th Anniversary of the Signing of the Universal Declaration of Human Rights
430,H R 4101,Previous question on motion to instruct conferees,15-Sep-1998,11:49 AM,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 1999"
431,H R 4103,On Motion to Instruct Conferees,15-Sep-1998,6:54 PM,Defense Appropriations Act for F.Y. 1999
432,H R 4103,Motion to close portions of the conference,15-Sep-1998,7:04 PM,Defense Appropriations Act for F.Y. 1999
433,H R 4328,On Motion to Instruct Conferees,15-Sep-1998,7:14 PM,"Transportation and Related Agencies Appropriations, FY 1999"
434,H R 4194,On Motion to Instruct Conferees,15-Sep-1998,7:21 PM,VA-HUD Appropriations Act for FY 1999
435,H J RES 117,"On Motion to Suspend the Rules and Pass, as Amended",15-Sep-1998,7:29 PM,Expressing the Sense of Congress that Marijuana is a Dangerous and Addictive Drug and Should not be Legalized for Medicinal Use
436,S 2073,"On Motion to Suspend the Rules and Pass, as Amended",15-Sep-1998,7:37 PM,Juvenile Crime Control and Delinquency Prevention Act
437,H R 4382,"On Motion to Suspend the Rules and Pass, as Amended",15-Sep-1998,7:43 PM,Mammography Quality Standards Reauthorization
438,H R 4300,On Agreeing to the Amendment,16-Sep-1998,3:38 PM,
439,H R 4300,On Agreeing to the Amendment,16-Sep-1998,3:48 PM,
440,H R 4300,On Agreeing to the Amendment,16-Sep-1998,3:58 PM,
441,H R 4300,On Agreeing to the Amendment,16-Sep-1998,4:07 PM,
442,H R 4300,On Passage,16-Sep-1998,4:28 PM,Western Hemisphere Drug Elimination Act
443,H R 4550,On Agreeing to the Amendment,16-Sep-1998,7:43 PM,
444,H R 4550,On Passage,16-Sep-1998,8:06 PM,Drug Demand Reduction Act
445,H J RES 128,On Passage,17-Sep-1998,11:46 AM,Making continuing appropriations for F.Y. 1999
446,H RES 542,On Agreeing to the Resolution,17-Sep-1998,1:21 PM,Providing for consideration of H.R. 4569; Foreign Operations Appropriations for F.Y. 1999
447,H R 4569,On Agreeing to the Amendment,17-Sep-1998,6:23 PM,
448,H R 4569,On Agreeing to the Amendment,17-Sep-1998,7:58 PM,
449,H R 4569,On Passage,17-Sep-1998,8:19 PM,Foreign Operations Appropriations for F.Y. 1999
450,H R 3248,On Agreeing to the Amendment,18-Sep-1998,12:05 PM,
451,H R 3248,On Agreeing to the Amendment,18-Sep-1998,12:13 PM,
452,H R 3248,On Passage,18-Sep-1998,12:33 PM,To Provide Dollars to the Classroom
453,H RES 545,On Motion to Table the Resolution,23-Sep-1998,5:24 PM,Impeachment of Kenneth W. Starr
454,H RES 144,"Suspend the Rules and Agree, as amended",23-Sep-1998,5:54 PM,Bicentennial of the Lewis and Clark Expedition
455,H RES 505,Suspend the Rules and Agree,23-Sep-1998,6:04 PM,Diplomatic Relations with Pacific Island Nations
456,H CON RES 315,"Suspend the Rules and Agree, as amended",23-Sep-1998,6:12 PM,Condemn Serbian Atrocities in Kosovo
457,H R 4112,On Agreeing to the Conference Report,24-Sep-1998,12:25 PM,"Legislative Branch Appropriations, FY 1999"
458,H R 3616,On Agreeing to the Conference Report,24-Sep-1998,2:38 PM,National Defense Authorization for Fiscal Year 1999
459,H R 3736,On Agreeing to the Amendment,24-Sep-1998,5:58 PM,
460,H R 3736,On Passage,24-Sep-1998,6:14 PM,Workforce Improvement and Protection Act
461,H RES 552,On Ordering the Previous Question,25-Sep-1998,10:56 AM,Providing for the consideration of H.R. 4578 and H.R. 4579
462,H RES 552,On Agreeing to the Resolution,25-Sep-1998,11:06 AM,Providing for the consideration of H.R. 4578 and H.R. 4579
463,H R 4578,On Agreeing to the Amendment,25-Sep-1998,1:59 PM,
464,H R 4578,On Passage,25-Sep-1998,2:20 PM,Protect Social Security Account
465,H RES 553,On Ordering the Previous Question,25-Sep-1998,3:52 PM,Providing for the consideration of H.R. 2621
466,H R 2621,On Passage,25-Sep-1998,6:59 PM,Reciprocal Trade Agreement Authorities Act
467,JOURNAL,On Approving the Journal,26-Sep-1998,9:28 AM,
468,H R 4579,On Agreeing to the Amendment,26-Sep-1998,11:51 AM,
469,H R 4579,On Passage,26-Sep-1998,12:12 PM,Taxpayer Relief Act
470,H R 3891,"Suspend the rules and pass, as amended",28-Sep-1998,5:31 PM,Trademark Anticounterfeiting Act
471,H R 4103,On Agreeing to the Conference Report,28-Sep-1998,5:38 PM,Defense Appropriations Act for F.Y. 1999
472,H R 4060,On Agreeing to the Conference Report,28-Sep-1998,5:46 PM,Energy and Water Development Appropriations for F.Y. 1999
473,H R 3150,On Motion to Instruct Conferees,28-Sep-1998,5:56 PM,Bankruptcy Reform Act
474,S 2073,On Motion to Go to Conference,1-Oct-1998,5:23 PM,Juvenile Crime Control and Delinquency Prevention Act
475,H RES 563,On Agreeing to the Resolution,1-Oct-1998,9:07 PM,Waiving points of order against the conference report on H.R. 4104
476,H RES 564,On Agreeing to the Resolution,2-Oct-1998,2:02 PM,"Providing for consideration of H.R. 4274; Labor, Health, and Human Services Appropriations for F.Y. 1999"
477,JOURNAL,On Approving the Journal,2-Oct-1998,2:21 PM,
478,H R 4101,Recommit the Conference Report with Instructions,2-Oct-1998,3:51 PM,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 1999"
479,H R 4101,On Agreeing to the Conference Report,2-Oct-1998,4:09 PM,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 1999"
480,H R 4614,"On Motion to Suspend the Rules and Pass, as Amended",5-Oct-1998,7:15 PM,New Hampshire Land Conveyance
481,H R 1154,"On Motion to Suspend the Rules and Pass, as Amended",5-Oct-1998,7:23 PM,Indian Federal Recognition Administrative Procedures Act of 1997
482,H R 4655,"On Motion to Suspend the Rules and Pass, as Amended",5-Oct-1998,7:32 PM,Establishing a Program to Support a Transition to Democracy in Iraq
483,H R 4194,On Agreeing to the Conference Report,6-Oct-1998,1:34 PM,VA-HUD Appropriations Act for FY 1999
484,H RES 575,On Agreeing to the Resolution,6-Oct-1998,2:18 PM,Waiving a requirement of clause 4(b) of rule XI with respect to consideration of certain resolutions reported from the Committtee on Rules
485,H R 4259,On Agreeing to the Amendment,6-Oct-1998,4:09 PM,
486,H R 3694,Recommit Conference Report with Instructions,7-Oct-1998,12:15 PM,FY 1999 Intelligence Authorization
487,H R 3694,On Agreeing to the Conference Report,7-Oct-1998,12:25 PM,FY 1999 Intelligence Authorization
488,H RES 573,On Agreeing to the Resolution,7-Oct-1998,1:35 PM,Providing for consideration of H.R. 4570; Omnibus National Parks and Public Lands Act
489,H R 4570,On Passage,7-Oct-1998,3:43 PM,Omnibus National Parks and Public Lands Act
490,H RES 579,On Agreeing to the Resolution,7-Oct-1998,6:19 PM,Waiving points of order against the conference report on H.R. 4104
491,H R 4616,On Motion to Suspend the Rules and Pass,7-Oct-1998,8:55 PM,Designating the Corporal Harold Gomez Post Office
492,H R 2348,On Motion to Suspend the Rules and Pass,7-Oct-1998,9:05 PM,Designating the Mervyn Dymally Post Office Building
493,H R 4104,Recommit Conference Report with Instructions,7-Oct-1998,9:22 PM,"Treasury, Postal Service, Independent Agencies Appropriations, FY 1999"
494,H R 4104,On Agreeing to the Conference Report,7-Oct-1998,9:38 PM,"Treasury, Postal Service, Independent Agencies Appropriations, FY 1999"
495,JOURNAL,On Approving the Journal,8-Oct-1998,10:20 AM,
496,QUORUM,Call of the House,8-Oct-1998,1:57 PM,
497,H RES 581,On Motion to Recommit with Instructions,8-Oct-1998,2:55 PM,"Authorizing and directing the Committee on the Judiciary to investigate whether sufficient grounds exist for the impeachment of William Jefferson Clinton, President of the United States"
498,H RES 581,On Agreeing to the Resolution,8-Oct-1998,3:12 PM,"Authorizing and directing the Committee on the Judiciary to investigate whether sufficient grounds exist for the impeachment of William Jefferson Clinton, President of the United States"
499,ADJOURN,On Motion to Adjourn,8-Oct-1998,4:59 PM,
500,H RES 584,On Ordering the Previous Question,8-Oct-1998,5:48 PM,Further providing for the consideration of H.R. 4274
501,H RES 584,table motion to reconsider,8-Oct-1998,6:06 PM,Further providing for the consideration of H.R. 4274
502,H RES 584,On Agreeing to the Resolution,8-Oct-1998,6:20 PM,Further providing for the consideration of H.R. 4274
503,H RES 584,table motion to reconsider,8-Oct-1998,6:41 PM,Further providing for the consideration of H.R. 4274
504,H R 4274,On Agreeing to the Amendment,8-Oct-1998,8:01 PM,
505,H R 3150,Recommit Conference Report with Instructions,9-Oct-1998,11:22 AM,Bankruptcy Reform Act
506,H R 3150,On Agreeing to the Conference Report,9-Oct-1998,11:30 AM,Bankruptcy Reform Act
507,H RES 565,On Motion to Suspend the Rules and Agree,9-Oct-1998,11:40 AM,Expressing the Sense of the House of Representatives Regarding the Importance of Mammograms and Biopsies in the Fight Against Breast Cancer
508,H CON RES 331,On Motion to Suspend the Rules and Agree,9-Oct-1998,11:49 AM,"Expressing the sense of Congress Concerning the Inadequacy of Sewage Infrastructute Facilities in Tijuana, Mexico"
509,H RES 557,On Motion to Suspend the Rules and Agree,9-Oct-1998,11:57 AM,Expressing Support for U.S. Government Efforts to Identify Holocaust-Era Assets
510,H R 3874,Suspend the rules and agree to Conference Report,9-Oct-1998,12:05 PM,Child Nutrition and WIC Reauthorization Amendments of 1998
511,H J RES 133,On Passage,9-Oct-1998,6:24 PM,"Further Continuing Approriations, FY 1999"
512,MOTION,Table appeal from ruling of the chair,10-Oct-1998,1:45 PM,
513,H RES 589,On Ordering the Previous Question,10-Oct-1998,1:55 PM,Waiving a requirement of clause 4(b) of rule XI with respect to consideration of certain resolutions reported from the Committee on Rules
514,H RES 588,On Agreeing to the Resolution,10-Oct-1998,2:02 PM,Providing for consideration of H.R. 4761; Uruguay Round Agreements Compliance Act
515,H RES 592,Suspend the rules and agree,10-Oct-1998,2:10 PM,Concurrence by the House with amendments in the Senate Amendment to H.R. 4110; Veterans Benefits Improvement Act
516,H R 4567,"Suspend the rules and pass, as amended",10-Oct-1998,2:17 PM,Medicare Home Health Care and Veterans Health Care Improvement Act
517,H CON RES 334,Suspend the rules and agree,10-Oct-1998,2:26 PM,Taiwan World Health Organization
518,H CON RES 320,"Suspend the rules and agree, as amended",10-Oct-1998,2:33 PM,"Supporting the Baltic People of Estonia, Latvia, and Lithuania"
519,H R 2616,Suspend the Rules and Agree to the Senate Amendment,10-Oct-1998,2:40 PM,Charter Schools
520,S 852,"On Motion to Suspend the Rules and Pass, as Amended",10-Oct-1998,2:47 PM,National Salvage Motor Vehicle Consumer Protection Act
521,H R 3494,Suspend the rules and agree to Senate amendments,12-Oct-1998,7:05 PM,Child Protection and Sexual Predator Punishment Act
522,H CON RES 350,On Motion to Suspend the Rules and Agree,12-Oct-1998,7:15 PM,Calling Upon the President to Respond to the Significant Increase of Steel Imports
523,S 2095,"On Motion to Suspend the Rules and Pass, as Amended",12-Oct-1998,7:25 PM,National Fish and Wildlife Foundation Establishment Act
524,H RES 494,Suspend the rules and agree,13-Oct-1998,4:11 PM,Expressing the Sense of the House of Representatives that the U.S. has enjoyed the loyalty of the U.S. citizens of Guam
525,S 1364,"Suspend the rules and pass, as amended",13-Oct-1998,4:23 PM,Federal Reports Elimination Act of 1998
526,H R 4756,"Suspend the rules and pass, as amended",13-Oct-1998,4:36 PM,Year 2000 Preparedness Act of 1998
527,S 1754,"On Motion to Suspend the Rules and Pass, as Amended",13-Oct-1998,6:14 PM,Health Professions Education Partnerships Act
528,S 1260,Suspend the Rules and Agree to Conference Report,13-Oct-1998,6:24 PM,Securities Litigation Uniform Standards Act
529,S 1722,On Motion to Suspend the Rules and Pass,13-Oct-1998,6:34 PM,Women’s Health Research and Prevention Amendments
530,H R 3963,"On Motion to Suspend the Rules and Pass, as Amended",14-Oct-1998,2:35 PM,Sell Canyon Ferry Reservoir Cabins
531,H R 559,On Motion to Suspend the Rules and Pass,14-Oct-1998,2:47 PM,Add Bronchiolo-Alveolar Carcinoma to Service-Connected Diseases
532,H RES 598,On Motion to Suspend the Rules and Agree,15-Oct-1998,4:15 PM,Steel Imports
533,S 1733,On Motion to Suspend the Rules and Pass,15-Oct-1998,4:24 PM,To require the Commissioner of Social Security and Food Stamp Agencies to take certain actions to ensure that food stamp coupons are not issued for deceased individuals
534,S 2133,On Motion to Suspend the Rules and Pass,15-Oct-1998,4:36 PM,To preserve the cultural resources of the Route 66 corridor
535,S 1132,On Motion to Suspend the Rules and Pass,15-Oct-1998,4:43 PM,Bandelier National Monument Administrative Improvement and Watershed Protection Act
536,H RES 605,On Agreeing to the Resolution,20-Oct-1998,5:53 PM,Waiving points of order against the Conference Report to accompany H.R. 4328
537,H RES 604,On Agreeing to the Resolution,20-Oct-1998,6:04 PM,Providing for the consideration of S. 1132 and S. 2133
538,H R 4328,On Agreeing to the Conference Report,20-Oct-1998,7:45 PM,"Transportation and Related Agencies Appropriations, FY 1999"
539,H RES 612,On Agreeing to the Resolution,17-Dec-1998,1:00 PM,Supporting United States Troops in the Persian Gulf
540,ADJOURN,On Motion to Adjourn,18-Dec-1998,9:27 AM,
541,JOURNAL,On Approving the Journal,19-Dec-1998,9:21 AM,
542,MOTION,Table appeal from ruling of the chair,19-Dec-1998,1:04 PM,
543,H RES 611,Adopting the First Article,19-Dec-1998,1:23 PM,
544,H RES 611,Adopting the Second Article,19-Dec-1998,1:40 PM,
545,H RES 611,Adopting the Third Article,19-Dec-1998,1:56 PM,
546,H RES 611,Adopting the Fourth Article,19-Dec-1998,2:13 PM,
547,H RES 614,On Agreeing to the Resolution,19-Dec-1998,2:34 PM,Appointment of Managers
